Sample_#,CAMPUS,YEAR_x,CNAME_x,DNAME_x,e1_all_docs_n,e1_all_unsatgl_rm,e1_all_approgl_rm,e1_all_meetsgl_rm,e1_all_mastrgl_rm,YEAR_y,CNAME_y,DNAME_y,e2_all_docs_n,e2_all_unsatgl_rm,e2_all_approgl_rm,e2_all_meetsgl_rm,e2_all_mastrgl_rm
1492,181907002,17,AIM CENTER H S,VIDOR ISD,5,80,20,0,0,18,AIM CENTER H S,VIDOR ISD,14,36,64,43,0
1493,181908001,17,LIT CYPR-MRCEVI,LITTLE CYPRESS-,326,41,59,41,6,18,LIT CYPR-MRCEVI,LITTLE CYPRESS-,296,37,63,48,5
1494,182901001,17,GORDON SCHOOL,GORDON ISD,18,39,61,33,6,18,GORDON SCHOOL,GORDON ISD,21,29,71,52,5
1495,182902001,17,GRAFORD H S,GRAFORD ISD,30,38,62,45,14,18,GRAFORD H S,GRAFORD ISD,24,21,79,58,13
1496,182903001,17,MINERAL WELLS H,MINERAL WELLS I,293,56,44,28,2,18,MINERAL WELLS H,MINERAL WELLS I,255,50,50,34,2
1497,182903002,17,MINERAL WELLS A,MINERAL WELLS I,14,71,29,7,0,18,MINERAL WELLS A,MINERAL WELLS I,12,50,50,25,8
1498,182904001,17,SANTO H S,SANTO ISD,44,27,73,57,7,18,SANTO H S,SANTO ISD,41,20,80,66,15
1499,182905001,17,STRAWN SCHOOL,STRAWN ISD,18,33,67,22,0,18,STRAWN SCHOOL,STRAWN ISD,15,40,60,27,7
1500,183801001,17,PANOLA CS,PANOLA CHARTER,4,,,,,18,PANOLA CS,PANOLA CHARTER,8,75,25,13,0
1501,183801002,17,TEXAS EARLY COL,PANOLA CHARTER,12,42,58,50,17,18,TEXAS EARLY COL,PANOLA CHARTER,10,40,60,60,10
1502,183801003,17,PANOLA EARLY CO,PANOLA CHARTER,6,33,67,67,17,18,PANOLA EARLY CO,PANOLA CHARTER,8,25,75,75,0
1503,183901001,17,BECKVILLE JR-SR,BECKVILLE ISD,46,28,72,54,2,18,BECKVILLE JR-SR,BECKVILLE ISD,41,15,85,71,7
1504,183902001,17,CARTHAGE H S,CARTHAGE ISD,245,33,67,46,6,18,CARTHAGE H S,CARTHAGE ISD,225,26,74,64,9
1505,183904001,17,GARY SCHOOL,GARY ISD,28,19,81,44,0,18,GARY SCHOOL,GARY ISD,22,18,82,55,0
1506,184801001,17,CROSSTIMBERS AC,CROSSTIMBERS AC,26,73,27,4,0,18,CROSSTIMBERS AC,CROSSTIMBERS AC,61,64,36,18,2
1507,184901001,17,POOLVILLE H S,POOLVILLE ISD,59,43,57,41,0,18,POOLVILLE H S,POOLVILLE ISD,62,52,48,33,2
1508,184902001,17,SPRINGTOWN H S,SPRINGTOWN ISD,303,41,59,41,5,18,SPRINGTOWN H S,SPRINGTOWN ISD,286,40,60,43,4
1509,184903001,17,WEATHERFORD H S,WEATHERFORD ISD,668,35,65,50,9,18,WEATHERFORD H S,WEATHERFORD ISD,608,32,68,53,8
1510,184904001,17,MILLSAP H S,MILLSAP ISD,101,37,63,41,9,18,MILLSAP H S,MILLSAP ISD,83,29,71,56,7
1511,184907001,17,ALEDO H S,ALEDO ISD,28,71,29,7,0,18,ALEDO H S,ALEDO ISD,453,12,88,77,18
1512,184907009,17,DON R DANIEL NI,ALEDO ISD,436,10,90,79,18,18,DON R DANIEL NI,ALEDO ISD,3,,,,
1513,184908001,17,PEASTER H S,PEASTER ISD,107,32,68,42,6,18,PEASTER H S,PEASTER ISD,101,20,80,64,9
1514,184909001,17,BROCK H S,BROCK ISD,97,13,87,73,13,18,BROCK H S,BROCK ISD,104,10,90,74,5
1515,185901001,17,BOVINA H S,BOVINA ISD,36,42,58,36,0,18,BOVINA H S,BOVINA ISD,29,41,59,34,0
1516,185902001,17,FARWELL H S,FARWELL ISD,43,19,81,65,12,18,FARWELL H S,FARWELL ISD,44,18,82,75,18
1517,185903001,17,FRIONA H S,FRIONA ISD,115,42,58,35,3,18,FRIONA H S,FRIONA ISD,104,35,65,42,5
1518,185904001,17,LAZBUDDIE SCHOO,LAZBUDDIE ISD,22,55,45,18,0,18,LAZBUDDIE SCHOO,LAZBUDDIE ISD,19,32,68,58,0
1519,186901001,17,BUENA VISTA SCH,BUENA VISTA ISD,16,50,50,38,6,18,BUENA VISTA SCH,BUENA VISTA ISD,17,35,65,41,0
1520,186902001,17,FORT STOCKTON H,FORT STOCKTON I,217,50,50,28,2,18,FORT STOCKTON H,FORT STOCKTON I,216,45,55,35,3
1521,186903001,17,IRAAN H S,IRAAN-SHEFFIELD,29,31,69,59,17,18,IRAAN H S,IRAAN-SHEFFIELD,33,22,78,59,9
1522,187901001,17,BIG SANDY SCHOO,BIG SANDY ISD,44,45,55,41,2,18,BIG SANDY SCHOO,BIG SANDY ISD,34,34,66,47,6
1523,187903001,17,GOODRICH H S,GOODRICH ISD,21,43,57,38,14,18,GOODRICH H S,GOODRICH ISD,17,35,65,41,12
1524,187904001,17,CORRIGAN-CAMDEN,CORRIGAN-CAMDEN,83,46,54,27,2,18,CORRIGAN-CAMDEN,CORRIGAN-CAMDEN,78,36,64,38,3
1525,187906001,17,LEGGETT H S,LEGGETT ISD,12,17,83,42,8,18,LEGGETT H S,LEGGETT ISD,13,46,54,38,8
1526,187907002,17,LIVINGSTON H S,LIVINGSTON ISD,425,51,49,29,2,18,LIVINGSTON H S,LIVINGSTON ISD,342,41,59,38,3
1527,187907004,17,LIVINGSTON H S,LIVINGSTON ISD,14,91,9,9,0,18,LIVINGSTON H S,LIVINGSTON ISD,16,93,7,7,0
1528,187910001,17,ONALASKA JR/SR,ONALASKA ISD,80,36,64,49,10,18,ONALASKA JR/SR,ONALASKA ISD,76,26,74,59,13
1529,188901001,17,AMARILLO H S,AMARILLO ISD,600,24,76,60,10,18,AMARILLO H S,AMARILLO ISD,572,20,80,63,12
1530,188901002,17,CAPROCK H S,AMARILLO ISD,697,45,55,35,2,18,CAPROCK H S,AMARILLO ISD,609,40,60,44,5
1531,188901004,17,PALO DURO H S,AMARILLO ISD,801,63,37,21,2,18,PALO DURO H S,AMARILLO ISD,617,50,50,29,1
1532,188901005,17,TASCOSA H S,AMARILLO ISD,811,42,58,43,7,18,TASCOSA H S,AMARILLO ISD,720,34,66,49,7
1533,188901138,17,NORTH HEIGHTS A,AMARILLO ISD,30,69,31,19,0,18,NORTH HEIGHTS A,AMARILLO ISD,24,79,21,5,0
1534,188902001,17,RIVER ROAD H S,RIVER ROAD ISD,141,44,56,34,3,18,RIVER ROAD H S,RIVER ROAD ISD,118,30,70,53,5
1535,188903001,17,HIGHLAND PARK H,HIGHLAND PARK I,70,37,63,50,6,18,HIGHLAND PARK H,HIGHLAND PARK I,57,26,74,58,9
1536,188904001,17,BUSHLAND H S,BUSHLAND ISD,121,24,76,58,8,18,BUSHLAND H S,BUSHLAND ISD,119,13,87,76,14
1537,189901001,17,MARFA SCHOOLS,MARFA ISD,33,67,33,15,0,18,MARFA SCHOOLS,MARFA ISD,35,37,63,31,3
1538,189902001,17,PRESIDIO H S,PRESIDIO ISD,168,62,38,24,2,18,PRESIDIO H S,PRESIDIO ISD,147,52,48,35,1
1539,190903001,17,RAINS H S,RAINS ISD,159,31,69,53,4,18,RAINS H S,RAINS ISD,142,21,79,60,4
1540,191901001,17,CANYON H S,CANYON ISD,312,27,73,56,9,18,CANYON H S,CANYON ISD,281,21,79,63,10
1541,191901002,17,RANDALL H S,CANYON ISD,520,30,70,54,9,18,RANDALL H S,CANYON ISD,502,25,75,59,9
1542,191901003,17,YOUTH CTR OF HI,CANYON ISD,15,71,29,7,0,18,YOUTH CTR OF HI,CANYON ISD,11,55,45,0,0
1543,191901004,17,MIDWAY ALTERNAT,CANYON ISD,13,75,25,8,0,18,MIDWAY ALTERNAT,CANYON ISD,14,79,21,21,0
1544,192901001,17,REAGAN COUNTY H,REAGAN COUNTY I,80,68,33,15,4,18,REAGAN COUNTY H,REAGAN COUNTY I,74,48,52,33,0
1545,193801001,17,BIG SPRINGS CHA,BIG SPRINGS CHA,22,82,18,5,0,18,BIG SPRINGS CHA,BIG SPRINGS CHA,25,72,28,16,0
1546,193801101,17,HILL COUNTRY YO,BIG SPRINGS CHA,9,56,44,33,0,18,HILL COUNTRY YO,BIG SPRINGS CHA,7,86,14,0,0
1547,193902001,17,LEAKEY SCHOOL,LEAKEY ISD,31,45,55,42,3,18,LEAKEY SCHOOL,LEAKEY ISD,28,39,61,50,0
1548,194902001,17,AVERY H S,AVERY ISD,18,22,78,67,6,18,AVERY H S,AVERY ISD,13,8,92,85,8
1549,194903001,17,RIVERCREST H S,RIVERCREST ISD,63,22,78,52,3,18,RIVERCREST H S,RIVERCREST ISD,60,12,88,69,8
1550,194904002,17,CLARKSVILLE MID,CLARKSVILLE ISD,42,43,57,26,2,18,CLARKSVILLE MID,CLARKSVILLE ISD,41,41,59,29,2
1551,194905001,17,DETROIT H S,DETROIT ISD,48,46,54,33,10,18,DETROIT H S,DETROIT ISD,39,39,61,45,11
1552,195901001,17,PECOS H S,PECOS-BARSTOW-T,253,56,44,31,2,18,PECOS H S,PECOS-BARSTOW-T,234,46,54,34,3
1553,195902001,17,BALMORHEA SCHOO,BALMORHEA ISD,11,18,82,64,0,18,BALMORHEA SCHOO,BALMORHEA ISD,9,11,89,89,0
1554,196901001,17,AUSTWELL-TIVOLI,AUSTWELL-TIVOLI,10,10,90,60,10,18,AUSTWELL-TIVOLI,AUSTWELL-TIVOLI,12,17,83,58,17
1555,196902001,17,WOODSBORO H S,WOODSBORO ISD,48,52,48,21,4,18,WOODSBORO H S,WOODSBORO ISD,42,52,48,19,2
1556,196903001,17,REFUGIO H S,REFUGIO ISD,76,49,51,40,4,18,REFUGIO H S,REFUGIO ISD,67,45,55,42,7
1557,197902001,17,MIAMI SCHOOL,MIAMI ISD,17,6,94,71,6,18,MIAMI SCHOOL,MIAMI ISD,15,27,73,53,7
1558,198901001,17,BREMOND H S,BREMOND ISD,36,34,66,37,3,18,BREMOND H S,BREMOND ISD,34,44,56,35,3
1559,198902101,17,CALVERT SCHOOL,CALVERT ISD,12,58,42,17,0,18,CALVERT SCHOOL,CALVERT ISD,12,8,92,92,0
1560,198903001,17,FRANKLIN H S,FRANKLIN ISD,74,19,81,66,9,18,FRANKLIN H S,FRANKLIN ISD,77,18,82,70,12
1561,198905002,17,HEARNE H S,HEARNE ISD,76,65,35,22,0,18,HEARNE H S,HEARNE ISD,84,52,48,26,0
1562,198906001,17,MUMFORD H S,MUMFORD ISD,42,7,93,83,17,18,MUMFORD H S,MUMFORD ISD,44,11,89,75,11
1563,199901001,17,ROCKWALL H S,ROCKWALL ISD,700,15,85,71,15,18,ROCKWALL H S,ROCKWALL ISD,674,14,86,72,14
1564,199901002,17,ROCKWALL QUEST,ROCKWALL ISD,5,80,20,20,0,18,ROCKWALL QUEST,ROCKWALL ISD,15,79,21,7,0
1565,199901004,17,ROCKWALL-HEATH,ROCKWALL ISD,692,22,78,63,9,18,ROCKWALL-HEATH,ROCKWALL ISD,643,15,85,73,13
1566,199902002,17,ROYSE CITY H S,ROYSE CITY ISD,494,40,60,43,8,18,ROYSE CITY H S,ROYSE CITY ISD,492,31,69,53,8
1567,200901001,17,BALLINGER H S,BALLINGER ISD,88,48,52,40,3,18,BALLINGER H S,BALLINGER ISD,85,35,65,46,6
1568,200902001,17,MILES H S,MILES ISD,39,36,64,49,13,18,MILES H S,MILES ISD,41,22,78,61,12
1569,200904001,17,WINTERS H S,WINTERS ISD,57,33,67,46,5,18,WINTERS H S,WINTERS ISD,55,44,56,40,2
1570,201902001,17,HENDERSON H S,HENDERSON ISD,294,32,68,49,11,18,HENDERSON H S,HENDERSON ISD,284,33,67,52,12
1571,201903001,17,LANEVILLE SCHOO,LANEVILLE ISD,21,48,52,29,0,18,LANEVILLE SCHOO,LANEVILLE ISD,15,33,67,33,0
1572,201904001,17,LEVERETTS CHAPE,LEVERETTS CHAPE,14,29,71,64,0,18,LEVERETTS CHAPE,LEVERETTS CHAPE,16,19,81,63,6
1573,201907001,17,MT ENTERPRISE H,MOUNT ENTERPRIS,36,47,53,33,3,18,MT ENTERPRISE H,MOUNT ENTERPRIS,32,19,81,56,9
1574,201908001,17,OVERTON H S,OVERTON ISD,46,41,59,41,7,18,OVERTON H S,OVERTON ISD,37,29,71,46,6
1575,201910002,17,TATUM H S,TATUM ISD,119,22,78,59,8,18,TATUM H S,TATUM ISD,106,17,83,70,14
1576,201913001,17,CARLISLE SCHOOL,CARLISLE ISD,71,37,63,38,4,18,CARLISLE SCHOOL,CARLISLE ISD,71,37,63,47,4
1577,201914001,17,WEST RUSK H S,WEST RUSK COUNT,115,45,55,35,4,18,WEST RUSK H S,WEST RUSK COUNT,108,36,64,37,2
1578,202903001,17,HEMPHILL H S,HEMPHILL ISD,82,46,54,35,2,18,HEMPHILL H S,HEMPHILL ISD,74,28,72,46,7
1579,202905002,17,WEST SABINE H S,WEST SABINE ISD,56,45,55,36,2,18,WEST SABINE H S,WEST SABINE ISD,50,33,67,53,4
1580,203901002,17,SAN AUGUSTINE H,SAN AUGUSTINE I,85,66,34,24,4,18,SAN AUGUSTINE H,SAN AUGUSTINE I,71,58,42,28,4
1581,203902001,17,BROADDUS H S,BROADDUS ISD,49,51,49,24,4,18,BROADDUS H S,BROADDUS ISD,46,37,63,39,2
1582,204901001,17,COLDSPRING-OAKH,COLDSPRING-OAKH,166,59,41,26,1,18,COLDSPRING-OAKH,COLDSPRING-OAKH,147,50,50,36,0
1583,204904001,17,SHEPHERD H S,SHEPHERD ISD,205,55,45,28,1,18,SHEPHERD H S,SHEPHERD ISD,180,42,58,36,3
1584,205901001,17,ARANSAS PASS H,ARANSAS PASS IS,189,49,51,33,1,18,ARANSAS PASS H,ARANSAS PASS IS,135,38,62,49,2
1585,205902001,17,GREGORY-PORTLAN,GREGORY-PORTLAN,434,35,65,47,6,18,GREGORY-PORTLAN,GREGORY-PORTLAN,424,33,67,50,6
1586,205903001,17,INGLESIDE H S,INGLESIDE ISD,186,39,61,42,6,18,INGLESIDE H S,INGLESIDE ISD,172,36,64,49,5
1587,205904001,17,MATHIS H S,MATHIS ISD,130,57,43,21,1,18,MATHIS H S,MATHIS ISD,87,29,71,51,3
1588,205905001,17,ODEM H S,ODEM-EDROY ISD,105,50,50,38,5,18,ODEM H S,ODEM-EDROY ISD,88,47,53,40,6
1589,205906001,17,SINTON H S,SINTON ISD,241,56,44,32,3,18,SINTON H S,SINTON ISD,213,49,51,35,5
1590,205907001,17,TAFT H S,TAFT ISD,139,61,39,24,1,18,TAFT H S,TAFT ISD,98,49,51,33,0
1591,206901001,17,SAN SABA H S,SAN SABA ISD,67,40,60,43,8,18,SAN SABA H S,SAN SABA ISD,66,32,68,47,6
1592,206902001,17,RICHLAND SPRING,RICHLAND SPRING,13,31,69,38,8,18,RICHLAND SPRING,RICHLAND SPRING,19,37,63,47,5
1593,206903001,17,CHEROKEE SCHOOL,CHEROKEE ISD,10,50,50,50,0,18,CHEROKEE SCHOOL,CHEROKEE ISD,10,40,60,60,0
1594,207901001,17,ELDORADO H S,SCHLEICHER ISD,47,53,47,32,6,18,ELDORADO H S,SCHLEICHER ISD,40,35,65,38,5
1595,208901001,17,HERMLEIGH SCHOO,HERMLEIGH ISD,20,65,35,25,0,18,HERMLEIGH SCHOO,HERMLEIGH ISD,21,48,52,38,0
1596,208902001,17,SNYDER H S,SNYDER ISD,262,61,39,25,3,18,SNYDER H S,SNYDER ISD,229,55,45,30,1
1597,208903001,17,IRA SCHOOL,IRA ISD,30,17,83,70,10,18,IRA SCHOOL,IRA ISD,24,8,92,92,8
1598,209901001,17,ALBANY JR-SR H,ALBANY ISD,48,13,87,70,6,18,ALBANY JR-SR H,ALBANY ISD,52,23,77,62,8
1599,209902001,17,MORAN SCHOOL,MORAN ISD,18,67,33,33,0,18,MORAN SCHOOL,MORAN ISD,16,43,57,43,0
1600,210901001,17,CENTER H S,CENTER ISD,252,51,49,32,4,18,CENTER H S,CENTER ISD,203,41,59,43,7
1601,210902001,17,JOAQUIN H S,JOAQUIN ISD,66,33,67,45,3,18,JOAQUIN H S,JOAQUIN ISD,53,31,69,52,8
1602,210903002,17,SHELBYVILLE SCH,SHELBYVILLE ISD,53,43,57,45,8,18,SHELBYVILLE SCH,SHELBYVILLE ISD,61,28,72,52,7
1603,210904002,17,TENAHA SCHOOLS,TENAHA ISD,48,46,54,38,2,18,TENAHA SCHOOLS,TENAHA ISD,48,48,52,40,2
1604,210905001,17,TIMPSON H S,TIMPSON ISD,70,29,71,47,4,18,TIMPSON SCHOOL,TIMPSON ISD,57,18,82,68,2
1605,211902001,17,STRATFORD H S,STRATFORD ISD,41,34,66,51,0,18,STRATFORD H S,STRATFORD ISD,35,20,80,46,0
1606,212801001,17,CUMBERLAND H S,CUMBERLAND ACAD,215,28,72,57,8,18,CUMBERLAND H S,CUMBERLAND ACAD,218,25,75,60,7
1607,212804001,17,UT TYLER INNOVA,UT TYLER INNOVA,29,21,79,72,38,18,UT TYLER INNOVA,UT TYLER INNOVA,22,0,100,91,32
1608,212804102,17,UT TYLER INNOVA,UT TYLER INNOVA,25,12,88,72,16,18,UT TYLER INNOVA,UT TYLER INNOVA,25,12,88,80,36
1609,212804103,17,UT TYLER INNOVA,UT TYLER INNOVA,21,5,95,90,29,18,UT TYLER INNOVA,UT TYLER INNOVA,15,0,100,93,27
1610,212901001,17,ARP H S,ARP ISD,74,32,68,42,6,18,ARP H S,ARP ISD,62,25,75,51,7
1611,212902001,17,BULLARD H S,BULLARD ISD,194,23,77,55,7,18,BULLARD H S,BULLARD ISD,213,23,77,59,8
1612,212903001,17,LINDALE H S,LINDALE ISD,318,16,84,66,16,18,LINDALE H S,LINDALE ISD,298,14,86,78,22
1613,212904002,17,TROUP H S,TROUP ISD,86,29,71,51,14,18,TROUP H S,TROUP ISD,78,21,79,65,13
1614,212905001,17,ROBERT E LEE H,TYLER ISD,761,40,60,46,9,18,ROBERT E LEE H,TYLER ISD,621,28,72,57,12
1615,212905003,17,JOHN TYLER H S,TYLER ISD,968,57,43,26,1,18,JOHN TYLER H S,TYLER ISD,732,49,51,28,1
1616,212906001,17,WHITEHOUSE H S,WHITEHOUSE ISD,411,28,72,60,13,18,WHITEHOUSE H S,WHITEHOUSE ISD,386,25,75,60,11
1617,212909001,17,CHAPEL HILL H S,CHAPEL HILL ISD,316,37,63,40,4,18,CHAPEL HILL H S,CHAPEL HILL ISD,310,39,61,44,5
1618,212910001,17,WINONA H S,WINONA ISD,103,53,47,26,1,18,WINONA H S,WINONA ISD,94,39,61,46,7
1619,213801001,17,BRAZOS RIVER CH,BRAZOS RIVER CH,43,60,40,28,2,18,BRAZOS RIVER CH,BRAZOS RIVER CH,46,51,49,27,2
1620,213901001,17,GLEN ROSE H S,GLEN ROSE ISD,128,20,80,59,5,18,GLEN ROSE H S,GLEN ROSE ISD,133,14,86,74,10
1621,214901001,17,RIO GRANDE CITY,RIO GRANDE CITY,705,59,41,25,3,18,RIO GRANDE CITY,RIO GRANDE CITY,578,47,53,35,4
1622,214901003,17,RIO GRANDE CITY,RIO GRANDE CITY,337,62,38,24,2,18,RIO GRANDE CITY,RIO GRANDE CITY,303,58,42,30,2
1623,214901005,17,PREPARATORY FOR,RIO GRANDE CITY,138,24,76,53,7,18,PREPARATORY FOR,RIO GRANDE CITY,131,24,76,62,8
1624,214902001,17,SAN ISIDRO H S,SAN ISIDRO ISD,16,27,73,47,13,18,SAN ISIDRO H S,SAN ISIDRO ISD,15,20,80,67,20
1625,214903001,17,ROMA H S,ROMA ISD,652,53,47,31,4,18,ROMA H S,ROMA ISD,564,48,52,37,5
1626,215901001,17,BRECKENRIDGE H,BRECKENRIDGE IS,142,55,45,26,1,18,BRECKENRIDGE H,BRECKENRIDGE IS,128,39,61,41,5
1627,216901001,17,STERLING CITY H,STERLING CITY I,23,35,65,39,4,18,STERLING CITY S,STERLING CITY I,22,9,91,68,9
1628,217901001,17,ASPERMONT H S,ASPERMONT ISD,22,36,64,59,5,18,ASPERMONT H S,ASPERMONT ISD,17,29,71,65,6
1629,218901001,17,SONORA H S,SONORA ISD,89,42,58,43,4,18,SONORA H S,SONORA ISD,86,36,64,48,8
1630,219901001,17,HAPPY H S,HAPPY ISD,12,25,75,58,8,18,HAPPY H S,HAPPY ISD,13,17,83,58,0
1631,219903001,17,TULIA H S,TULIA ISD,99,51,49,31,0,18,TULIA H S,TULIA ISD,91,45,55,32,0
1632,219905001,17,KRESS H S,KRESS ISD,23,59,41,32,5,18,KRESS H S,KRESS ISD,15,27,73,53,7
1633,220801001,17,TREETOPS SCHOOL,TREETOPS SCHOOL,23,4,96,65,9,18,TREETOPS SCHOOL,TREETOPS SCHOOL,15,7,93,87,27
1634,220809001,17,FORT WORTH ACAD,FORT WORTH ACAD,59,7,93,90,37,18,FORT WORTH ACAD,FORT WORTH ACAD,54,4,96,94,38
1635,220810001,17,WESTLAKE ACADEM,WESTLAKE ACADEM,74,1,99,96,32,18,WESTLAKE ACADEM,WESTLAKE ACADEM,75,1,99,99,43
1636,220817001,17,NEWMAN INTERNAT,NEWMAN INTERNAT,75,25,75,64,8,18,NEWMAN INTERNAT,NEWMAN INTERNAT,73,24,76,65,6
1637,220817002,17,NEWMAN INTERNAT,NEWMAN INTERNAT,70,36,64,44,1,18,NEWMAN INTERNAT,NEWMAN INTERNAT,76,32,68,38,12
1638,220819001,17,HIGH POINT ACAD,HIGH POINT ACAD,68,22,78,56,9,18,HIGH POINT ACAD,HIGH POINT ACAD,47,15,85,63,7
1639,220901001,17,ARLINGTON H S,ARLINGTON ISD,895,42,58,43,6,18,ARLINGTON H S,ARLINGTON ISD,868,38,62,47,6
1640,220901002,17,SAM HOUSTON H S,ARLINGTON ISD,1491,60,40,25,2,18,SAM HOUSTON H S,ARLINGTON ISD,1266,52,48,32,2
1641,220901003,17,LAMAR H S,ARLINGTON ISD,1031,51,49,32,5,18,LAMAR H S,ARLINGTON ISD,910,42,58,43,7
1642,220901004,17,BOWIE H S,ARLINGTON ISD,844,46,54,40,5,18,BOWIE H S,ARLINGTON ISD,763,39,61,44,6
1643,220901005,17,MARTIN H S,ARLINGTON ISD,1040,25,75,64,17,18,MARTIN H S,ARLINGTON ISD,985,21,79,66,17
1644,220901006,17,VENTURE ALTER H,ARLINGTON ISD,61,74,26,9,0,18,VENTURE ALTER H,ARLINGTON ISD,155,81,19,9,0
1645,220901009,17,SEGUIN H S,ARLINGTON ISD,515,37,63,46,6,18,SEGUIN H S,ARLINGTON ISD,508,36,64,48,8
1646,220901011,17,ARLINGTON COLLE,ARLINGTON ISD,103,4,96,88,23,18,ARLINGTON COLLE,ARLINGTON ISD,97,1,99,96,18
1647,220902001,17,HALTOM H S,BIRDVILLE ISD,866,46,54,36,5,18,HALTOM H S,BIRDVILLE ISD,800,40,60,44,5
1648,220902002,17,RICHLAND H S,BIRDVILLE ISD,641,33,67,54,10,18,RICHLAND H S,BIRDVILLE ISD,612,30,70,53,8
1649,220902010,17,BIRDVILLE H S,BIRDVILLE ISD,607,31,69,53,9,18,BIRDVILLE H S,BIRDVILLE ISD,597,31,69,56,7
1650,220902012,17,SHANNON H S,BIRDVILLE ISD,25,92,8,4,0,18,SHANNON H S,BIRDVILLE ISD,59,89,11,4,0
1651,220904001,17,EVERMAN H S,EVERMAN ISD,532,43,57,39,2,18,EVERMAN H S,EVERMAN ISD,467,38,62,41,2
1652,220904003,17,EVERMAN ACADEMY,EVERMAN ISD,11,80,20,10,0,18,EVERMAN ACADEMY,EVERMAN ISD,42,68,32,17,0
1653,220905001,17,CARTER-RIVERSID,FORT WORTH ISD,557,67,33,17,0,18,CARTER-RIVERSID,FORT WORTH ISD,472,53,47,32,1
1654,220905002,17,ARLINGTON HEIGH,FORT WORTH ISD,516,48,52,30,1,18,ARLINGTON HEIGH,FORT WORTH ISD,559,32,68,50,5
1655,220905003,17,SOUTH HILLS H S,FORT WORTH ISD,831,57,43,21,1,18,SOUTH HILLS H S,FORT WORTH ISD,735,46,54,31,1
1656,220905004,17,DIAMOND HILL-JA,FORT WORTH ISD,276,71,29,14,0,18,DIAMOND HILL-JA,FORT WORTH ISD,325,60,40,24,1
1657,220905005,17,DUNBAR H S,FORT WORTH ISD,353,71,29,15,0,18,DUNBAR H S,FORT WORTH ISD,305,61,39,23,0
1658,220905006,17,EASTERN HILLS H,FORT WORTH ISD,480,68,32,14,1,18,EASTERN HILLS H,FORT WORTH ISD,431,55,45,26,1
1659,220905008,17,NORTH SIDE H S,FORT WORTH ISD,577,57,43,24,0,18,NORTH SIDE H S,FORT WORTH ISD,547,46,54,36,2
1660,220905009,17,POLYTECHNIC H S,FORT WORTH ISD,519,72,28,11,0,18,POLYTECHNIC H S,FORT WORTH ISD,458,62,38,20,1
1661,220905010,17,PASCHAL H S,FORT WORTH ISD,608,44,56,34,3,18,PASCHAL H S,FORT WORTH ISD,729,28,72,61,16
1662,220905011,17,TRIMBLE TECHNIC,FORT WORTH ISD,424,43,57,30,1,18,TRIMBLE TECHNIC,FORT WORTH ISD,498,31,69,51,3
1663,220905014,17,SOUTHWEST H S,FORT WORTH ISD,405,58,42,24,1,18,SOUTHWEST H S,FORT WORTH ISD,423,50,50,35,2
1664,220905015,17,WESTERN HILLS H,FORT WORTH ISD,273,61,39,20,1,18,WESTERN HILLS H,FORT WORTH ISD,297,48,52,33,2
1665,220905016,17,O D WYATT H S,FORT WORTH ISD,585,73,27,14,0,18,O D WYATT H S,FORT WORTH ISD,505,62,38,20,0
1666,220905019,17,METRO OPPORTUNI,FORT WORTH ISD,1,,,,,18,METRO OPPORTUNI,FORT WORTH ISD,2,,,,
1667,220905021,17,SUCCESS H S,FORT WORTH ISD,74,81,19,4,0,18,SUCCESS H S,FORT WORTH ISD,152,91,9,3,0
1668,220905071,17,BENBROOK MIDDLE,FORT WORTH ISD,265,39,61,40,5,18,BENBROOK MIDDLE,FORT WORTH ISD,239,34,66,53,6
1669,220905081,17,YOUNG WOMEN'S L,FORT WORTH ISD,58,2,98,96,26,18,YOUNG WOMEN'S L,FORT WORTH ISD,42,0,100,98,32
1670,220905082,17,TEXAS ACADEMY O,FORT WORTH ISD,43,2,98,84,19,18,TEXAS ACADEMY O,FORT WORTH ISD,110,3,97,94,19
1671,220905083,17,YOUNG MEN'S LEA,FORT WORTH ISD,60,20,80,70,8,18,YOUNG MEN'S LEA,FORT WORTH ISD,53,21,79,62,8
1672,220905084,17,WORLD LANGUAGES,FORT WORTH ISD,99,3,97,82,10,18,WORLD LANGUAGES,FORT WORTH ISD,54,7,93,87,19
1673,220905085,17,MARINE CREEK CO,FORT WORTH ISD,72,15,85,64,3,18,MARINE CREEK CO,FORT WORTH ISD,115,4,96,79,13
1674,220905086,17,TARRANT CO COLL,FORT WORTH ISD,63,29,71,48,5,18,TARRANT CO COLL,FORT WORTH ISD,82,17,83,77,9
1675,220905104,17,BOULEVARD HEIGH,FORT WORTH ISD,2,,,,,18,BOULEVARD HEIGH,FORT WORTH ISD,2,,,,
1676,220906001,17,GRAPEVINE H S,GRAPEVINE-COLLE,489,18,82,71,18,18,GRAPEVINE H S,GRAPEVINE-COLLE,465,14,86,76,18
1677,220906004,17,COLLEYVILLE HER,GRAPEVINE-COLLE,548,19,81,68,18,18,COLLEYVILLE HER,GRAPEVINE-COLLE,521,14,86,74,20
1678,220906006,17,THE BRIDGES ACA,GRAPEVINE-COLLE,9,44,56,22,0,18,THE BRIDGES ACA,GRAPEVINE-COLLE,11,75,25,0,0
1679,220906007,17,IUNIVERSITY PRE,GRAPEVINE-COLLE,87,2,98,85,23,18,IUNIVERSITY PRE,GRAPEVINE-COLLE,95,2,98,91,25
